Sample#,Date+Time,DateTime,Fl Sec,Az,El,Press,TAir,Hum,Lat,Long,Alt,Freq,RSSI,F Offs,Az Tr Offs,El Tr Offs,Sys V,Sys I,Az I,El I,MCU Stat,Rx Stat,SCA Stat,POST,SAA BIT,Rx BIT,MCU BIT,SCA BIT,CDU1 BIT,CDU2 BIT,State,Flags,THum
0,2017-08-03 13:07:13,42950.5466840,999999999.0000000,999999999.000,999999999.000,8.420,-66.850,2.690,-50.372341,-67.537933,29579.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-66.85
1,2017-08-03 13:07:14,42950.5466956,999999999.0000000,999999999.000,999999999.000,8.420,-66.990,2.650,-50.372520,-67.536919,29588.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-66.99
2,2017-08-03 13:07:15,42950.5467072,999999999.0000000,999999999.000,999999999.000,8.420,-67.140,2.690,-50.372677,-67.535873,29598.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-67.14
3,2017-08-03 13:07:16,42950.5467188,999999999.0000000,999999999.000,999999999.000,8.380,-67.190,2.700,-50.372814,-67.534821,29606.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-67.19
4,2017-08-03 13:07:17,42950.5467303,999999999.0000000,999999999.000,999999999.000,8.380,-67.140,2.620,-50.372932,-67.533737,29614.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-67.14
5,2017-08-03 13:07:18,42950.5467419,999999999.0000000,999999999.000,999999999.000,8.380,-67.140,2.680,-50.373055,-67.532646,29622.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-67.14
6,2017-08-03 13:07:19,42950.5467535,999999999.0000000,999999999.000,999999999.000,8.330,-67.390,2.710,-50.373192,-67.531578,29632.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-67.39
7,2017-08-03 13:07:20,42950.5467650,999999999.0000000,999999999.000,999999999.000,8.350,-67.570,2.740,-50.373356,-67.530533,29642.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-67.57
8,2017-08-03 13:07:21,42950.5467766,999999999.0000000,999999999.000,999999999.000,8.330,-67.580,2.840,-50.373539,-67.529518,29650.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-67.58
9,2017-08-03 13:07:22,42950.5467882,999999999.0000000,999999999.000,999999999.000,8.300,-67.590,2.680,-50.373745,-67.528511,29658.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-67.59
10,2017-08-03 13:07:23,42950.5467998,999999999.0000000,999999999.000,999999999.000,8.290,-67.590,2.710,-50.373940,-67.527512,29668.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-67.59
11,2017-08-03 13:07:24,42950.5468113,999999999.0000000,999999999.000,999999999.000,8.290,-67.700,2.770,-50.374115,-67.526482,29677.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-67.70
12,2017-08-03 13:07:25,42950.5468229,999999999.0000000,999999999.000,999999999.000,8.240,-67.720,2.770,-50.374256,-67.525421,29685.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-67.72
13,2017-08-03 13:07:26,42950.5468345,999999999.0000000,999999999.000,999999999.000,8.250,-67.710,2.710,-50.374371,-67.524345,29692.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-67.71
14,2017-08-03 13:07:27,42950.5468461,999999999.0000000,999999999.000,999999999.000,8.230,-67.810,2.790,-50.374474,-67.523270,29700.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-67.81
15,2017-08-03 13:07:28,42950.5468576,999999999.0000000,999999999.000,999999999.000,8.240,-67.930,2.780,-50.374596,-67.522202,29709.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-67.93
16,2017-08-03 13:07:29,42950.5468692,999999999.0000000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000000,999999999.000000,999999999.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,0,999999999.00
17,2017-08-03 13:07:30,42950.5468808,999999999.0000000,999999999.000,999999999.000,8.190,-68.040,2.870,-50.374939,-67.520203,29724.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-68.04
18,2017-08-03 13:07:31,42950.5468924,999999999.0000000,999999999.000,999999999.000,8.180,-68.050,2.750,-50.375153,-67.519257,29731.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-68.05
19,2017-08-03 13:07:32,42950.5469039,999999999.0000000,999999999.000,999999999.000,8.160,-68.070,2.840,-50.375355,-67.518303,29740.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-68.07
20,2017-08-03 13:07:33,42950.5469155,999999999.0000000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000000,999999999.000000,999999999.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,0,999999999.00
21,2017-08-03 13:07:34,42950.5469271,999999999.0000000,999999999.000,999999999.000,8.140,-68.050,2.840,-50.375668,-67.516289,29755.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-68.05
22,2017-08-03 13:07:35,42950.5469387,999999999.0000000,999999999.000,999999999.000,8.100,-68.060,2.780,-50.375793,-67.515221,29760.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-68.06
23,2017-08-03 13:07:36,42950.5469502,999999999.0000000,999999999.000,999999999.000,8.100,-68.000,2.860,-50.375919,-67.514137,29767.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-68.00
24,2017-08-03 13:07:37,42950.5469618,999999999.0000000,999999999.000,999999999.000,8.110,-68.180,2.870,-50.376072,-67.513092,29775.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-68.18
25,2017-08-03 13:07:38,42950.5469734,999999999.0000000,999999999.000,999999999.000,8.130,-68.170,2.860,-50.376247,-67.512093,29782.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-68.17
26,2017-08-03 13:07:39,42950.5469850,999999999.0000000,999999999.000,999999999.000,8.130,-68.080,2.880,-50.376438,-67.511139,29787.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-68.08
27,2017-08-03 13:07:40,42950.5469965,999999999.0000000,999999999.000,999999999.000,8.090,-68.070,2.750,-50.376629,-67.510216,29794.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-68.07
28,2017-08-03 13:07:41,42950.5470081,999999999.0000000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000000,999999999.000000,999999999.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,0,999999999.00
29,2017-08-03 13:07:42,42950.5470197,999999999.0000000,999999999.000,999999999.000,8.070,-67.920,2.810,-50.376957,-67.508301,29809.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-67.92
30,2017-08-03 13:07:43,42950.5470313,999999999.0000000,999999999.000,999999999.000,8.060,-67.810,2.820,-50.377090,-67.507271,29814.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-67.81
31,2017-08-03 13:07:44,42950.5470428,999999999.0000000,999999999.000,999999999.000,8.050,-67.720,2.710,-50.377209,-67.506203,29819.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-67.72
32,2017-08-03 13:07:45,42950.5470544,999999999.0000000,999999999.000,999999999.000,8.060,-67.600,2.810,-50.377331,-67.505142,29826.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-67.60
33,2017-08-03 13:07:46,42950.5470660,999999999.0000000,999999999.000,999999999.000,8.050,-67.800,2.790,-50.377472,-67.504128,29834.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-67.80
34,2017-08-03 13:07:47,42950.5470775,999999999.0000000,999999999.000,999999999.000,8.050,-67.880,2.800,-50.377628,-67.503174,29839.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-67.88
35,2017-08-03 13:07:48,42950.5470891,999999999.0000000,999999999.000,999999999.000,8.060,-67.720,2.770,-50.377804,-67.502274,29843.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-67.72
36,2017-08-03 13:07:49,42950.5471007,999999999.0000000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000000,999999999.000000,999999999.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,0,999999999.00
37,2017-08-03 13:07:50,42950.5471123,999999999.0000000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000000,999999999.000000,999999999.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,0,999999999.00
38,2017-08-03 13:07:51,42950.5471238,999999999.0000000,999999999.000,999999999.000,8.050,-67.620,2.780,-50.378304,-67.499474,29861.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-67.62
39,2017-08-03 13:07:52,42950.5471354,999999999.0000000,999999999.000,999999999.000,8.000,-67.600,2.800,-50.378429,-67.498444,29865.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,3,2098952,-67.60
