        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         979.00          +6.40          51.00            3.0            270
             10            1.3         978.64          +3.79          54.79            6.0            291
             20            3.0         978.27          +3.76          55.39            5.6            289
             30            4.0         977.90          +3.54          55.19            5.6            288
             40            4.8         977.53          +3.13          55.02            5.7            287
             50            5.4         977.17          +2.96          54.93            5.8            287
             60            6.0         976.80          +2.89          54.87            5.9            287
             70            6.5         976.43          +2.92          54.98            5.9            287
             80            6.9         976.06          +2.96          55.09            6.0            288
             90            7.4         975.69          +2.92          55.30            5.9            288
            100            7.8         975.33          +2.88          55.52            5.9            288
            110            8.2         974.96          +2.83          55.76            5.8            288
            120            8.6         974.59          +2.77          56.01            5.7            288
            130            9.1         974.22          +2.71          56.25            5.6            288
            140            9.4         973.86          +2.69          56.36            5.6            287
            150            9.8         973.49          +2.66          56.47            5.5            286
            160           10.2         973.12          +2.65          56.59            5.4            285
            170           10.6         972.76          +2.65          56.71            5.4            284
            180           11.0         972.39          +2.64          56.82            5.4            283
            190           11.3         972.02          +2.60          56.96            5.3            282
            200           11.7         971.66          +2.55          57.09            5.3            281
            210           12.1         971.29          +2.51          57.23            5.3            280
            220           12.5         970.92          +2.48          57.37            5.3            280
            230           12.9         970.56          +2.46          57.52            5.3            279
            240           13.3         970.19          +2.42          57.66            5.3            278
            250           13.8         969.82          +2.38          57.80            5.3            277
            260           14.2         969.46          +2.32          57.90            5.3            276
            270           14.7         969.09          +2.23          57.95            5.4            275
            280           15.3         968.73          +2.16          57.99            5.4            275
            290           15.9         968.36          +2.12          58.04            5.5            274
            300           16.6         968.00          +2.05          58.11            5.5            274
            310           17.3         967.63          +2.01          58.20            5.6            274
            320           18.0         967.26          +2.04          58.30            5.6            274
            330           18.6         966.90          +1.98          58.48            5.5            275
            340           19.3         966.53          +1.93          58.65            5.5            275
            350           20.0         966.17          +1.87          58.79            5.4            275
            360           20.6         965.80          +1.89          58.96            5.3            275
            370           21.2         965.44          +1.88          59.13            5.2            275
            380           21.8         965.07          +1.83          59.31            5.1            275
            390           22.4         964.71          +1.81          59.43            5.0            275
            400           23.0         964.34          +1.80          59.52            4.9            274
            410           23.6         963.98          +1.76          59.63            4.8            274
            420           24.1         963.61          +1.73          59.73            4.7            274
            430           24.6         963.25          +1.68          59.82            4.6            274
            440           25.1         962.88          +1.66          59.91            4.6            273
            450           25.6         962.52          +1.69          60.00            4.5            273
            460           26.1         962.16          +1.71          60.09            4.4            273
            470           26.5         961.79          +1.68          60.16            4.4            273
            480           27.0         961.43          +1.64          60.23            4.3            273
            490           27.4         961.06          +1.63          60.29            4.3            274
            500           27.9         960.70          +1.63          60.35            4.2            274
            510           28.4         960.34          +1.59          60.44            4.2            274
            520           28.9         959.97          +1.53          60.54            4.1            274
            530           29.4         959.61          +1.49          60.69            4.1            275
            540           30.0         959.25          +1.45          60.84            4.0            275
            550           30.6         958.88          +1.38          61.05            4.0            275
            560           31.2         958.52          +1.34          61.24            4.0            276
            570           31.8         958.16          +1.33          61.39            4.0            276
            580           32.4         957.79          +1.34          61.36            4.1            277
            590           33.0         957.43          +1.35          61.25            4.1            278
            600           33.6         957.07          +1.36          61.08            4.1            278
            610           34.2         956.71          +1.37          60.93            4.2            278
            620           34.7         956.34          +1.37          60.77            4.2            278
