        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         979.00          +6.40          51.00            3.0            270
            656           36.4         955.04          +1.27          60.67            4.0            279
           1313           87.7         931.57          +0.59          57.62            1.4             92
           2626          174.6         885.99          -2.55          56.94            4.8             86
           3938          259.3         842.15          -5.58          68.62            9.0             14
           5250          348.5         800.29          -5.61          84.35           19.7             15
           6563          437.6         760.85          -3.37          92.18           22.0              8
           7875          526.7         723.23          -5.42          89.25           19.4             16
           9843          651.1         669.66          -9.12          90.67           18.0             15
          13121          846.6         587.58         -15.65          87.23           17.9            358
          16398         1052.2         513.80         -21.64          77.67           20.8            348
          19675         1250.6         447.93         -27.47          68.35           20.8            344
          26226         1653.3         335.94         -44.82          57.27           26.2            334
          32771         2050.5         246.13         -62.06          50.94           28.8            328
          39313         2451.8         178.59         -57.35           6.23           43.5            305
          45851         2889.4         130.68         -55.59           3.17           42.3            276
          58914         3783.5          69.62         -59.57           2.39           69.8            274
          71961         4595.2          36.46         -66.77           5.58           79.9            269
          84992         5344.7          18.57         -76.07          11.53          112.4            264
          98006         6060.8           9.38         -70.29           6.37          138.6            271
