        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
              m              s            hPa             °C              %            m/s              °
---------------------------------------------------------------------------------------------------------
            0.0            2.0         997.23          +7.18          42.62            9.5            266
            5.0            3.2         996.94          +6.94          45.02            9.7            266
           10.0            4.2         996.53          +7.14          45.69            9.8            265
           15.0            5.1         996.11          +7.80          45.17            9.8            265
           20.0            6.0         995.65          +7.88          44.88            9.8            265
           25.0            6.8         995.17          +7.99          44.62            9.8            265
           30.0            7.7         994.68          +8.08          44.30            9.7            266
           35.0            8.5         994.18          +8.28          43.94            9.7            266
           40.0            9.3         993.68          +8.50          43.52            9.6            266
           45.0           10.0         993.17          +8.64          43.00            9.6            266
           50.0           10.9         992.65          +8.86          42.31            9.6            265
           55.0           11.7         992.11          +8.97          41.60            9.7            265
           60.0           12.5         991.57          +9.04          40.67            9.8            265
           65.0           13.4         991.02          +9.13          39.54            9.9            265
           70.0           14.3         990.47          +9.29          38.20           10.0            266
           75.0           15.2         989.91          +9.49          36.69           10.0            266
           80.0           16.1         989.35          +9.50          35.78           10.1            267
           85.0           17.1         988.78          +9.32          35.51           10.2            266
           90.0           18.0         988.21          +9.17          35.42           10.3            266
           95.0           19.0         987.65          +9.25          35.30           10.3            265
          100.0           19.9         987.14          +9.27          34.05           10.3            265
          105.0           20.9         986.60          +9.19          33.63           10.2            266
          110.0           21.8         986.03          +9.25          33.35           10.2            266
          115.0           22.8         985.47          +9.18          33.25           10.2            267
          120.1           23.7         984.91          +9.13          33.31           10.1            267
          125.1           24.6         984.36          +9.06          33.36           10.1            267
          130.1           25.5         983.80          +9.02          33.27           10.2            267
          135.1           26.4         983.24          +9.00          33.07           10.3            267
          140.1           27.3         982.67          +8.98          32.88           10.4            267
          145.1           28.2         982.10          +8.95          32.74           10.5            267
          150.1           29.1         981.52          +8.88          32.50           10.5            267
          155.1           30.0         980.93          +8.88          32.20           10.5            266
          160.1           30.9         980.35          +8.83          31.86           10.6            266
          165.1           31.9         979.76          +8.81          31.53           10.9            266
          170.1           32.8         979.18          +8.75          31.85           11.0            266
          175.1           33.7         978.60          +8.73          32.28           11.0            267
          180.1           34.6         978.01          +8.65          32.43           11.2            267
          185.1           35.6         977.43          +8.57          32.59           11.3            267
          190.1           36.5         976.85          +8.52          32.66           11.3            267
          195.1           37.4         976.26          +8.49          32.37           11.4            267
          200.1           38.4         975.68          +8.51          31.65           11.4            267
          205.1           39.3         975.09          +8.53          30.80           11.4            267
          210.1           40.3         974.50          +8.42          30.40           11.3            267
          215.1           41.2         973.92          +8.36          30.55           11.3            267
          220.1           42.2         973.34          +8.33          30.99           11.3            268
          225.1           43.1         972.76          +8.30          31.22           11.4            269
          230.1           44.0         972.19          +8.26          31.29           11.4            269
          235.1           44.9         971.61          +8.16          31.51           11.5            268
          240.1           45.9         971.04          +8.10          31.80           11.6            268
          245.1           46.8         970.47          +8.07          32.10           11.7            267
          250.1           47.7         969.90          +8.02          32.12           11.8            267
          255.1           48.5         969.34          +7.96          31.90           11.8            267
          260.1           49.4         968.77          +7.93          31.63           11.8            268
          265.1           50.3         968.21          +7.90          31.38           11.8            268
          270.1           51.2         967.64          +7.84          31.18           11.7            269
          275.1           52.0         967.08          +7.86          31.07           11.8            269
          280.1           52.8         966.52          +7.78          31.08           11.8            269
          285.1           53.7         965.96          +7.75          31.18           11.8            269
          290.1           54.5         965.39          +7.72          31.25           11.9            269
          295.1           55.3         964.82          +7.66          31.33           11.9            269
          300.1           56.2         964.25          +7.58          31.41           12.0            268
          305.1           57.0         963.68          +7.63          31.38           12.1            268
          310.1           57.8         963.11          +7.63          31.06           12.2            268
          315.1           58.6         962.54          +7.61          30.59           12.3            268
          320.1           59.4         961.96          +7.55          30.26           12.5            268
          325.1           60.2         961.39          +7.50          30.12           12.6            268
          330.1           61.1         960.81          +7.54          30.06           12.7            269
          335.1           61.9         960.24          +7.54          30.19           12.7            269
          340.1           62.6         959.67          +7.44          30.33           12.8            270
          345.1           63.4         959.10          +7.32          30.51           12.9            270
          350.1           64.2         958.54          +7.27          30.66           13.0            271
          355.1           65.0         957.97          +7.40          30.62           13.0            271
          360.1           65.7         957.40          +7.57          29.91           13.1            272
          365.1           66.5         956.83          +7.72          29.16           13.2            272
          370.1           67.3         956.26          +7.83          28.48           13.3            272
          375.1           68.0         955.69          +7.86          27.94           13.4            272
          380.1           68.8         955.12          +7.81          27.60           13.5            272
          385.1           69.5         954.55          +7.79          27.32           13.7            271
          390.1           70.3         953.98          +7.80          27.16           13.8            271
          395.1           71.0         953.42          +7.81          27.17           13.9            272
          400.2           71.8         952.85          +7.72          27.13           14.0            272
          405.2           72.5         952.28          +7.63          27.14           14.1            272
          410.2           73.2         951.71          +7.57          27.19           14.2            272
          415.2           74.0         951.15          +7.57          27.24           14.3            272
          420.2           74.7         950.58          +7.46          27.32           14.3            272
          425.2           75.4         950.01          +7.39          27.40           14.4            272
          430.2           76.2         949.44          +7.35          27.49           14.4            272
          435.2           76.9         948.87          +7.30          27.60           14.4            273
          440.2           77.6         948.30          +7.21          27.67           14.4            273
          445.2           78.4         947.73          +7.14          27.73           14.4            273
          450.2           79.1         947.16          +7.09          27.76           14.5            273
          455.2           79.8         946.59          +7.04          27.80           14.6            273
          460.2           80.5         946.02          +7.08          27.69           14.8            273
          465.2           81.2         945.45          +7.11          27.48           15.0            273
          470.2           81.9         944.88          +7.05          27.16           15.1            273
          475.2           82.6         944.31          +7.14          26.73           15.3            273
          480.2           83.3         943.74          +7.26          26.37           15.4            273
          485.2           84.0         943.18          +7.39          26.08           15.4            273
          490.2           84.7         942.60          +7.40          25.71           15.5            273
          495.2           85.5         942.03          +7.39          25.46           15.5            274
          500.2           86.2         941.46          +7.36          25.29           15.4            274
          505.2           86.9         940.89          +7.37          25.18           15.4            274
          510.2           87.6         940.31          +7.33          25.06           15.4            274
          515.2           88.3         939.73          +7.29          24.98           15.5            274
          520.2           89.0         939.16          +7.25          24.96           15.6            274
          525.2           89.7         938.58          +7.22          24.90           15.8            274
          530.2           90.4         938.01          +7.20          24.81           15.9            275
          535.2           91.1         937.43          +7.19          24.71           16.1            275
          540.2           91.8         936.86          +7.21          24.58           16.3            275
          545.2           92.5         936.29          +7.25          24.47           16.4            275
          550.2           93.2         935.72          +7.25          24.36           16.5            275
          555.2           93.9         935.15          +7.18          24.26           16.5            275
          560.2           94.6         934.58          +7.08          24.23           16.5            275
          565.2           95.3         934.01          +7.01          24.20           16.5            275
          570.2           96.1         933.43          +6.99          24.13           16.5            275
          575.2           96.8         932.86          +7.16          23.95           16.4            275
          580.2           97.5         932.29          +7.26          23.73           16.5            275
          585.2           98.2         931.72          +7.31          23.50           16.5            276
          590.2           98.9         931.15          +7.29          23.28           16.7            276
          595.2           99.6         930.58          +7.23          23.20           16.8            276
          600.2          100.3         930.01          +7.15          23.15           17.0            275
          605.2          101.0         929.44          +7.06          23.11           17.1            275
          610.2          101.7         928.87          +7.04          23.15           17.2            275
          615.2          102.4         928.30          +7.01          23.17           17.2            275
          620.2          103.1         927.73          +6.97          23.16           17.2            276
          625.2          103.8         927.15          +6.90          23.15           17.2            276
          630.2          104.6         926.58          +6.87          23.13           17.1            276
          635.2          105.3         926.01          +6.86          23.13           17.1            276
          640.2          106.0         925.44          +6.85          23.13           17.1            276
          645.2          106.7         924.87          +6.80          23.15           17.1            276
          650.2          107.4         924.30          +6.76          23.16           17.1            276
          655.2          108.2         923.73          +6.73          23.16           17.2            276
          660.2          108.9         923.17          +6.70          23.17           17.4            276
          665.2          109.6         922.60          +6.64          23.19           17.5            276
          670.2          110.3         922.04          +6.56          23.20           17.6            276
          675.2          111.0         921.47          +6.49          23.21           17.7            276
          680.2          111.7         920.91          +6.46          23.26           17.8            276
          685.2          112.5         920.34          +6.40          23.30           17.7            276
          690.2          113.2         919.78          +6.34          23.35           17.7            276
          695.2          113.9         919.22          +6.35          23.41           17.7            277
          700.2          114.6         918.66          +6.31          23.47           17.7            277
          705.2          115.3         918.09          +6.25          23.50           17.7            277
          710.2          116.0         917.53          +6.20          23.49           17.9            277
          715.2          116.7         916.96          +6.18          23.50           18.0            277
          720.2          117.5         916.40          +6.15          23.52           18.1            277
          725.2          118.2         915.84          +6.10          23.54           18.2            278
          730.2          118.9         915.27          +6.02          23.59           18.2            278
          735.2          119.6         914.71          +5.99          23.62           18.2            278
          740.2          120.3         914.15          +5.94          23.67           18.2            278
          745.2          121.0         913.60          +5.87          23.75           18.1            279
          750.2          121.7         913.04          +5.84          23.78           18.0            279
          755.2          122.4         912.48          +5.80          23.80           17.9            279
          760.2          123.1         911.92          +5.75          23.83           17.8            278
          765.2          123.8         911.36          +5.67          23.89           17.8            278
          770.2          124.5         910.81          +5.62          23.95           17.7            278
          775.2          125.2         910.25          +5.58          24.01           17.7            278
          780.2          125.9         909.69          +5.54          24.04           17.6            278
          785.2          126.6         909.14          +5.51          24.10           17.6            278
          790.2          127.3         908.58          +5.45          24.17           17.6            278
          795.2          128.0         908.02          +5.36          24.22           17.6            278
          800.3          128.7         907.46          +5.33          24.26           17.6            278
          805.3          129.4         906.90          +5.32          24.32           17.7            278
          810.3          130.1         906.34          +5.31          24.38           17.7            278
          815.3          130.8         905.78          +5.26          24.41           17.7            279
          820.3          131.5         905.21          +5.21          24.45           17.6            279
          825.3          132.3         904.65          +5.16          24.50           17.6            279
          830.3          133.0         904.08          +5.12          24.54           17.4            279
          835.3          133.7         903.52          +5.05          24.61           17.3            279
          840.3          134.4         902.96          +4.98          24.66           17.2            278
          845.3          135.1         902.39          +4.92          24.70           17.2            278
          850.3          135.8         901.83          +4.89          24.74           17.1            278
          855.3          136.5         901.26          +4.86          24.77           17.1            278
          860.3          137.2         900.70          +4.81          24.79           17.0            278
          865.3          137.9         900.14          +4.75          24.82           17.0            278
          870.3          138.6         899.57          +4.71          24.87           17.0            279
          875.3          139.3         899.00          +4.69          24.90           16.9            279
          880.3          140.0         898.44          +4.70          24.93           16.9            279
          885.3          140.8         897.88          +4.64          25.00           16.8            279
          890.3          141.5         897.32          +4.60          25.07           16.8            279
          895.3          142.2         896.76          +4.55          25.16           16.8            279
          900.3          142.9         896.20          +4.48          25.25           16.8            279
          905.3          143.6         895.64          +4.45          25.33           16.7            278
          910.3          144.3         895.08          +4.41          25.40           16.7            278
          915.3          145.0         894.52          +4.33          25.47           16.7            278
          920.3          145.7         893.96          +4.28          25.55           16.7            278
          925.3          146.4         893.39          +4.24          25.64           16.7            278
          930.3          147.1         892.83          +4.20          25.73           16.8            279
          935.3          147.8         892.27          +4.16          25.85           16.8            279
          940.3          148.5         891.71          +4.13          25.96           16.8            279
