           Time          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL
              s            hPa             °C              %            m/s              °              m
---------------------------------------------------------------------------------------------------------
            0.0         997.30          +8.50          35.00            0.0              0            0.0
            1.0         997.32          +7.34          39.14            9.4            267            0.0
            2.0         997.23          +7.18          42.62            9.5            266            0.0
            3.0         997.00          +6.94          44.84            9.6            266            4.2
            4.0         996.64          +6.96          45.83            9.7            265            8.8
            5.0         996.16          +7.79          45.21            9.8            265           14.4
            6.0         995.64          +7.88          44.88            9.8            265           20.1
            7.0         995.07          +8.01          44.57            9.8            265           26.0
            8.0         994.47          +8.12          44.16            9.7            266           32.1
            9.0         993.84          +8.46          43.69            9.6            266           38.4
           10.0         993.20          +8.63          43.03            9.6            266           44.7
           11.0         992.56          +8.90          42.19            9.6            265           50.9
           12.0         991.92          +9.00          41.34            9.7            264           56.8
           13.0         991.28          +9.08          40.11            9.9            265           62.7
           14.0         990.64          +9.21          38.71           10.0            266           68.4
           15.0         990.03          +9.48          36.88           10.0            266           74.1
           16.0         989.42          +9.53          35.82           10.1            267           79.4
           17.0         988.83          +9.33          35.52           10.2            266           84.6
           18.0         988.23          +9.17          35.43           10.3            266           89.9
           19.0         987.64          +9.25          35.30           10.3            265           95.2
           20.0         987.09          +9.27          33.93           10.3            265          100.5
           21.0         986.52          +9.18          33.58           10.2            266          105.8
           22.0         985.93          +9.26          33.30           10.2            266          110.9
           23.0         985.33          +9.16          33.23           10.1            267          116.4
           24.0         984.71          +9.12          33.35           10.1            267          121.8
           25.0         984.09          +9.02          33.36           10.2            267          127.5
           26.0         983.46          +9.01          33.16           10.2            267          133.1
           27.0         982.83          +8.99          32.92           10.4            267          138.7
           28.0         982.20          +8.96          32.79           10.5            267          144.2
           29.0         981.56          +8.88          32.52           10.5            267          149.6
           30.0         980.93          +8.88          32.20           10.5            266          155.1
           31.0         980.31          +8.83          31.83           10.6            266          160.4
           32.0         979.68          +8.81          31.48           11.0            266          165.8
           33.0         979.05          +8.73          31.94           11.0            266          171.2
           34.0         978.42          +8.73          32.42           11.1            267          176.6
           35.0         977.79          +8.60          32.44           11.2            267          182.0
           36.0         977.16          +8.54          32.71           11.3            268          187.4
           37.0         976.53          +8.49          32.61           11.4            267          192.8
           38.0         975.91          +8.48          32.04           11.4            267          198.1
           39.0         975.29          +8.57          30.99           11.4            267          203.4
           40.0         974.67          +8.44          30.38           11.4            267          208.6
           41.0         974.06          +8.37          30.44           11.3            267          213.9
           42.0         973.44          +8.33          30.94           11.3            268          219.2
           43.0         972.82          +8.30          31.22           11.3            269          224.6
           44.0         972.20          +8.26          31.28           11.4            269          230.0
           45.0         971.58          +8.15          31.53           11.5            268          235.4
           46.0         970.95          +8.09          31.84           11.6            268          240.9
           47.0         970.32          +8.07          32.18           11.7            267          246.4
           48.0         969.69          +7.99          32.08           11.8            267          252.0
           49.0         969.05          +7.94          31.75           11.8            267          257.6
           50.0         968.41          +7.92          31.46           11.8            268          263.3
           51.0         967.75          +7.84          31.21           11.7            269          269.2
           52.0         967.09          +7.86          31.07           11.8            269          275.0
           53.0         966.42          +7.76          31.09           11.8            269          281.0
           54.0         965.74          +7.74          31.22           11.9            269          287.0
           55.0         965.06          +7.70          31.29           11.9            269          293.0
           56.0         964.37          +7.57          31.42           12.0            268          299.1
           57.0         963.67          +7.63          31.37           12.1            268          305.2
           58.0         962.97          +7.63          30.98           12.2            268          311.4
           59.0         962.27          +7.59          30.34           12.4            268          317.5
           60.0         961.56          +7.49          30.14           12.6            268          323.6
           61.0         960.85          +7.54          30.05           12.7            269          329.8
           62.0         960.13          +7.54          30.21           12.8            269          336.1
           63.0         959.41          +7.38          30.39           12.9            270          342.4
           64.0         958.68          +7.24          30.67           13.0            271          348.9
           65.0         957.94          +7.41          30.62           13.0            271          355.4
           66.0         957.20          +7.63          29.64           13.1            272          361.9
           67.0         956.45          +7.82          28.66           13.3            272          368.5
           68.0         955.70          +7.86          27.95           13.4            272          375.1
           69.0         954.94          +7.80          27.49           13.6            272          381.7
           70.0         954.18          +7.79          27.15           13.7            271          388.4
           71.0         953.42          +7.81          27.17           13.9            272          395.1
           72.0         952.66          +7.69          27.11           14.0            272          401.8
           73.0         951.89          +7.57          27.17           14.2            272          408.6
           74.0         951.12          +7.57          27.25           14.3            272          415.4
           75.0         950.35          +7.42          27.35           14.3            272          422.2
           76.0         949.58          +7.36          27.47           14.4            272          428.9
           77.0         948.80          +7.29          27.61           14.4            273          435.8
           78.0         948.01          +7.16          27.71           14.4            273          442.7
           79.0         947.22          +7.09          27.76           14.5            273          449.7
           80.0         946.43          +7.03          27.81           14.7            273          456.6
           81.0         945.63          +7.13          27.58           14.9            273          463.6
           82.0         944.83          +7.04          27.13           15.1            273          470.7
           83.0         944.02          +7.19          26.51           15.3            273          477.8
           84.0         943.21          +7.39          26.10           15.4            273          484.9
           85.0         942.40          +7.41          25.58           15.5            273          492.0
           86.0         941.58          +7.36          25.32           15.5            274          499.1
           87.0         940.77          +7.37          25.16           15.4            274          506.2
           88.0         939.96          +7.30          24.98           15.4            274          513.2
           89.0         939.15          +7.25          24.96           15.6            274          520.2
           90.0         938.34          +7.21          24.87           15.8            274          527.3
           91.0         937.53          +7.19          24.73           16.1            275          534.3
           92.0         936.72          +7.22          24.54           16.3            275          541.4
           93.0         935.91          +7.28          24.40           16.4            276          548.5
           94.0         935.10          +7.17          24.25           16.5            275          555.6
           95.0         934.29          +7.03          24.23           16.5            275          562.7
