        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
              m              s            hPa             °C              %            m/s              °
---------------------------------------------------------------------------------------------------------
            0.0            2.0         997.23          +7.18          42.62            9.5            266
          200.1           38.4         975.68          +8.51          31.65           11.4            267
          400.2           71.8         952.85          +7.72          27.13           14.0            272
          800.3          128.7         907.46          +5.33          24.26           17.6            278
         1200.3          186.7         862.94          +1.80          29.65           15.4            280
         1600.3          252.3         820.34          -1.11          36.60           15.2            272
         2000.2          318.8         779.91          -3.57          39.18           16.7            258
         2400.1          388.2         741.17          -5.35          39.87           24.1            248
         2999.9          493.4         686.32          -6.32          35.13           32.7            255
         3999.2          693.8         603.06         -11.89          56.45           30.4            236
         4998.3          854.2         528.64         -16.88          50.03           26.6            246
         5997.0         1010.7         461.57         -24.28          47.38           29.7            243
         7993.5         1381.9         346.88         -41.00          48.90           35.0            242
         9988.7         1716.0         254.86         -58.46          55.74           44.3            236
        11982.7         2110.4         183.28         -68.56          45.59           47.6            227
        13975.4         2431.8         131.51         -60.64          23.48           28.7            240
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
