Sample#,Date+Time,DateTime,Fl Sec,Az,El,Press,TAir,Hum,Lat,Long,Alt,Freq,RSSI,F Offs,Az Tr Offs,El Tr Offs,Sys V,Sys I,Az I,El I,MCU Stat,Rx Stat,SCA Stat,POST,SAA BIT,Rx BIT,MCU BIT,SCA BIT,CDU1 BIT,CDU2 BIT,State,Flags,THum
0,2017-07-24 11:46:06,42940.4903530,999999999.0000000,999999999.000,999999999.000,49.110,-70.670,7.310,-50.599037,-70.088760,19685.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.67
1,2017-07-24 11:46:07,42940.4903646,999999999.0000000,999999999.000,999999999.000,49.220,-70.660,7.240,-50.599171,-70.087906,19673.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.66
2,2017-07-24 11:46:08,42940.4903762,999999999.0000000,999999999.000,999999999.000,49.340,-70.620,7.230,-50.599281,-70.087036,19663.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.62
3,2017-07-24 11:46:09,42940.4903877,999999999.0000000,999999999.000,999999999.000,49.420,-70.580,7.080,-50.599396,-70.086143,19653.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.58
4,2017-07-24 11:46:10,42940.4903993,999999999.0000000,999999999.000,999999999.000,49.490,-70.550,7.220,-50.599548,-70.085251,19642.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.55
5,2017-07-24 11:46:11,42940.4904109,999999999.0000000,999999999.000,999999999.000,49.570,-70.530,7.110,-50.599689,-70.084396,19631.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.53
6,2017-07-24 11:46:12,42940.4904225,999999999.0000000,999999999.000,999999999.000,49.670,-70.600,7.160,-50.599800,-70.083534,19621.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.60
7,2017-07-24 11:46:13,42940.4904340,999999999.0000000,999999999.000,999999999.000,49.750,-70.660,7.110,-50.599907,-70.082657,19611.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.66
8,2017-07-24 11:46:14,42940.4904456,999999999.0000000,999999999.000,999999999.000,49.830,-70.640,7.140,-50.599983,-70.081779,19601.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.64
9,2017-07-24 11:46:15,42940.4904572,999999999.0000000,999999999.000,999999999.000,49.980,-70.820,7.200,-50.600052,-70.080856,19590.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.82
10,2017-07-24 11:46:16,42940.4904688,999999999.0000000,999999999.000,999999999.000,50.080,-70.910,7.220,-50.600143,-70.079941,19580.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.91
11,2017-07-24 11:46:17,42940.4904803,999999999.0000000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000000,999999999.000000,999999999.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,0,999999999.00
12,2017-07-24 11:46:18,42940.4904919,999999999.0000000,999999999.000,999999999.000,50.310,-70.960,7.100,-50.600323,-70.078194,19559.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.96
13,2017-07-24 11:46:19,42940.4905035,999999999.0000000,999999999.000,999999999.000,50.350,-70.980,7.140,-50.600407,-70.077339,19549.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.98
14,2017-07-24 11:46:20,42940.4905150,999999999.0000000,999999999.000,999999999.000,50.450,-70.980,7.170,-50.600510,-70.076485,19538.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.98
15,2017-07-24 11:46:21,42940.4905266,999999999.0000000,999999999.000,999999999.000,50.520,-70.960,7.140,-50.600620,-70.075623,19527.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.96
