           Time          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL
              s             mB             °C              %            kts              °             ft
---------------------------------------------------------------------------------------------------------
            0.0         977.00          +5.10          65.00            5.0             90              0
            1.0         976.11          +2.17          81.85           13.8            272             24
            2.0         975.29          +2.50          91.17           13.8            272             47
            3.0         974.54          +2.68          87.66           13.6            273             67
            4.0         973.82          +2.86          81.14           13.5            273             86
            5.0         973.14          +2.95          70.96           13.5            272            105
            6.0         972.44          +3.03          70.44           13.6            272            124
            7.0         971.75          +3.05          70.36           13.8            271            143
            8.0         971.07          +3.04          70.30           13.9            271            162
            9.0         970.40          +3.00          70.20           14.0            272            180
           10.0         969.74          +2.97          70.14           14.1            273            198
           11.0         969.07          +2.95          69.98           14.1            274            217
           12.0         968.38          +2.93          69.88           14.0            274            236
           13.0         967.70          +2.88          70.29           14.2            274            254
           14.0         967.02          +2.81          70.50           14.2            273            273
           15.0         966.36          +2.75          71.04           14.1            273            291
           16.0         965.72          +2.70          70.96           14.0            272            309
           17.0         965.08          +2.66          70.49           13.9            272            326
           18.0         964.45          +2.61          70.54           13.9            272            344
           19.0         963.80          +2.57          71.06           14.0            272            361
           20.0         963.16          +2.52          71.38           14.1            272            379
           21.0         962.52          +2.46          71.54           14.4            271            397
           22.0         961.89          +2.41          71.74           14.5            271            414
           23.0         961.25          +2.36          71.65           14.4            271            432
           24.0         960.62          +2.30          72.32           14.4            271            449
           25.0         959.99          +2.25          72.60           14.3            272            466
           26.0         959.37          +2.21          72.79           14.3            273            483
           27.0         958.76          +2.17          72.95           14.4            274            500
           28.0         958.14          +2.14          72.76           14.5            274            517
           29.0         957.51          +2.10          72.19           14.6            274            535
           30.0         956.88          +2.06          72.19           14.7            274            552
           31.0         956.25          +2.04          71.95           15.0            274            570
           32.0         955.63          +1.99          71.94           15.0            274            587
           33.0         955.01          +1.95          73.11           14.8            274            604
           34.0         954.39          +1.87          73.66           14.7            274            621
           35.0         953.78          +1.81          74.03           14.7            275            638
           36.0         953.16          +1.76          73.61           14.9            276            655
           37.0         952.55          +1.73          73.58           15.2            277            672
           38.0         951.94          +1.67          73.40           15.5            277            689
           39.0         951.34          +1.62          73.55           15.7            277            706
           40.0         950.73          +1.57          73.50           15.7            277            723
           41.0         950.11          +1.52          73.84           15.8            278            740
           42.0         949.50          +1.47          74.32           15.9            278            757
           43.0         948.88          +1.42          74.54           16.0            278            774
           44.0         948.27          +1.36          74.41           16.1            279            791
           45.0         947.66          +1.33          74.23           16.3            279            808
           46.0         947.05          +1.29          73.88           16.5            279            826
           47.0         946.43          +1.24          74.47           16.5            279            843
           48.0         945.81          +1.19          74.50           16.7            279            860
           49.0         945.19          +1.14          74.34           16.8            279            877
           50.0         944.59          +1.10          74.37           16.8            279            894
           51.0         943.98          +1.04          74.38           16.8            280            911
           52.0         943.37          +1.00          74.81           16.8            280            928
           53.0         942.77          +0.96          74.76           16.9            280            945
           54.0         942.17          +0.90          75.48           17.1            280            962
           55.0         941.58          +0.86          75.75           17.4            281            978
           56.0         940.99          +0.81          75.45           17.5            282            995
           57.0         940.40          +0.77          74.98           17.6            283           1011
           58.0         939.81          +0.76          73.97           17.7            284           1028
           59.0         939.22          +0.81          72.48           17.8            284           1044
           60.0         938.63          +0.85          71.39           17.9            285           1061
           61.0         938.05          +0.81          71.65           18.1            285           1077
           62.0         937.47          +0.74          72.69           18.1            285           1094
           63.0         936.87          +0.68          73.69           18.1            285           1110
           64.0         936.26          +0.61          74.41           18.3            286           1127
           65.0         935.67          +0.53          75.27           18.6            286           1144
           66.0         935.07          +0.47          75.42           18.7            286           1161
           67.0         934.47          +0.42          75.48           18.8            287           1178
           68.0         933.85          +0.39          75.33           18.8            287           1195
           69.0         933.24          +0.35          75.41           18.7            288           1213
           70.0         932.62          +0.31          76.01           18.7            288           1230
           71.0         932.00          +0.24          76.05           18.7            288           1248
           72.0         931.39          +0.18          75.99           18.8            288           1265
           73.0         930.78          +0.15          75.01           18.8            288           1282
           74.0         930.17          +0.17          73.10           19.0            288           1299
           75.0         929.53          +0.34          70.01           19.4            289           1317
           76.0         928.90          +0.39          67.99           19.7            289           1335
           77.0         928.25          +0.39          67.97           19.9            290           1354
           78.0         927.60          +0.38          67.78           20.0            290           1372
           79.0         926.95          +0.37          67.34           20.0            291           1391
           80.0         926.29          +0.39          66.54           19.9            291           1409
           81.0         925.63          +0.43          65.98           19.8            291           1428
           82.0         924.97          +0.47          64.82           20.0            291           1447
           83.0         924.30          +0.46          64.68           20.2            292           1466
           84.0         923.62          +0.42          64.72           20.4            292           1485
           85.0         922.93          +0.38          65.03           20.6            292           1505
           86.0         922.25          +0.33          64.60           20.7            291           1524
           87.0         921.58          +0.31          64.38           20.8            291           1543
           88.0         920.91          +0.35          63.37           20.9            291           1563
           89.0         920.24          +0.37          62.45           20.9            292           1582
           90.0         919.55          +0.35          62.26           21.0            293           1601
           91.0         918.86          +0.31          62.37           21.1            293           1621
           92.0         918.19          +0.27          62.00           21.2            293           1640
           93.0         917.52          +0.24          62.13           21.3            293           1660
           94.0         916.86          +0.21          62.43           21.4            293           1678
           95.0         916.20          +0.15          62.51           21.4            293           1697
           96.0         915.54          +0.11          62.38           21.4            293           1716
           97.0         914.87          +0.08          62.16           21.5            293           1735
           98.0         914.21          +0.04          61.95           21.5            293           1755
           99.0         913.54           0.00          62.17           21.6            294           1774
          100.0         912.89          -0.03          62.19           21.6            294           1792
          101.0         912.25          -0.06          62.32           21.5            295           1811
          102.0         911.61          -0.10          62.66           21.3            295           1829
          103.0         910.98          -0.16          62.75           21.1            295           1848
          104.0         910.33          -0.21          62.94           21.0            295           1866
          105.0         909.69          -0.26          63.08           20.9            294           1885
          106.0         909.06          -0.29          62.93           20.9            294           1903
          107.0         908.44          -0.33          63.19           21.1            294           1921
          108.0         907.83          -0.38          63.21           21.3            294           1939
          109.0         907.21          -0.42          63.23           21.4            294           1956
          110.0         906.61          -0.46          63.71           21.5            294           1974
          111.0         905.98          -0.52          63.56           21.5            295           1992
          112.0         905.34          -0.57          63.83           21.4            295           2010
          113.0         904.71          -0.62          64.17           21.2            294           2029
          114.0         904.08          -0.68          64.25           20.9            294           2047
          115.0         903.47          -0.73          64.68           20.8            294           2065
          116.0         902.86          -0.79          64.87           20.7            293           2082
          117.0         902.24          -0.86          65.05           20.6            293           2100
          118.0         901.62          -0.92          65.07           20.5            293           2118
          119.0         901.00          -0.97          65.30           20.3            293           2136
          120.0         900.38          -0.99          65.10           20.1            293           2154
          121.0         899.76          -1.00          64.80           19.9            293           2173
          122.0         899.14          -1.03          64.83           19.9            293           2191
          123.0         898.52          -1.08          65.04           20.1            293           2208
          124.0         897.90          -1.12          65.30           20.2            293           2226
          125.0         897.28          -1.17          65.36           20.2            293           2245
          126.0         896.67          -1.24          65.88           20.2            293           2262
          127.0         896.05          -1.30          65.70           20.1            292           2280
          128.0         895.45          -1.36          66.26           20.1            292           2298
          129.0         894.85          -1.40          66.51           20.0            291           2316
          130.0         894.24          -1.46          66.83           20.0            291           2333
          131.0         893.63          -1.52          67.18           20.0            291           2351
          132.0         893.02          -1.55          67.05           20.0            292           2369
          133.0         892.41          -1.58          67.12           20.2            292           2387
          134.0         891.82          -1.61          66.89           20.2            292           2404
          135.0         891.22          -1.65          66.83           20.1            292           2422
          136.0         890.64          -1.69          66.83           20.0            292           2439
          137.0         890.06          -1.74          67.30           19.8            291           2456
          138.0         889.49          -1.78          67.06           19.9            291           2472
          139.0         888.92          -1.84          67.59           20.1            291           2489
          140.0         888.35          -1.88          67.45           20.3            291           2506
          141.0         887.77          -1.93          67.56           20.4            291           2523
          142.0         887.20          -1.98          67.65           20.5            292           2540
          143.0         886.63          -2.05          67.73           20.5            292           2556
          144.0         886.06          -2.09          67.77           20.6            291           2573
          145.0         885.49          -2.13          68.27           20.7            291           2590
          146.0         884.92          -2.18          68.52           20.9            291           2607
          147.0         884.35          -2.22          68.80           21.0            292           2623
          148.0         883.78          -2.27          69.08           20.9            292           2640
          149.0         883.22          -2.31          68.94           20.8            291           2657
          150.0         882.65          -2.35          69.07           20.8            291           2674
          151.0         882.08          -2.39          69.28           20.7            290           2691
          152.0         881.51          -2.44          69.46           20.8            290           2707
          153.0         880.96          -2.50          69.82           21.0            290           2724
          154.0         880.40          -2.55          70.22           21.1            291           2740
          155.0         879.83          -2.59          70.17           21.1            290           2757
          156.0         879.25          -2.63          70.48           21.1            290           2774
          157.0         878.66          -2.69          70.38           21.2            289           2792
          158.0         878.07          -2.74          70.71           21.3            289           2809
          159.0         877.47          -2.80          70.67           21.4            289           2827
          160.0         876.86          -2.85          69.91           21.3            288           2845
          161.0         876.24          -2.82          69.05           21.3            288           2863
          162.0         875.63          -2.81          67.55           21.5            288           2882
          163.0         875.01          -2.85          67.92           21.7            288           2900
          164.0         874.39          -2.89          68.10           21.9            289           2918
          165.0         873.77          -2.91          67.93           22.0            290           2937
          166.0         873.14          -2.93          67.37           22.0            290           2955
          167.0         872.52          -2.96          67.52           21.9            290           2974
          168.0         871.90          -3.03          67.39           21.8            289           2992
          169.0         871.28          -3.08          67.19           21.9            289           3011
          170.0         870.65          -3.09          66.26           22.0            289           3030
          171.0         870.01          -3.12          66.33           22.3            288           3049
          172.0         869.38          -3.15          66.81           22.5            288           3068
          173.0         868.73          -3.24          67.55           22.8            288           3087
          174.0         868.09          -3.32          68.56           23.0            289           3106
          175.0         867.44          -3.36          67.91           23.0            289           3125
          176.0         866.79          -3.38          67.36           23.1            288           3145
