        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         977.00          +5.10          65.00            5.0             90
            656           36.1         953.13          +1.76          73.60           14.9            276
           1313           74.7         929.70          +0.29          70.84           19.3            289
           2626          147.1         884.27          -2.23          68.84           20.9            292
           3938          218.2         840.59          -5.43          72.71           29.0            281
           5250          288.2         798.60          -8.50          72.74           33.3            276
           6563          349.5         758.18         -11.53          67.82           46.7            277
           7875          423.8         719.49         -13.47          46.73           59.6            277
           9843          545.4         664.36         -18.70          52.49           59.5            275
          13121          725.9         579.66         -27.13          57.93           57.1            269
          16398          880.8         503.27         -36.20          56.75           60.4            267
          19675         1095.6         435.15         -38.40           7.45           73.9            252
          26226         1546.6         323.88         -47.12           2.14           53.2            265
          32771         1937.6         237.89         -55.17           4.31           56.0            285
          39313         2363.9         174.03         -57.83           2.59           68.2            285
          45851         2785.2         127.01         -59.08           3.17           85.8            281
          58914         3646.7          67.28         -60.36           2.70           89.2            278
          71961         4301.1          35.49         -55.47           1.52          128.0            286
          84992         4997.4          19.10         -46.60           1.00          143.8            280
          98006         5689.7          10.49         -47.99           1.24          149.7            280
