        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         979.90         +12.40          20.00            8.0            270
             10            0.5         979.54         +12.17          19.10           10.3            277
             20            1.0         979.19         +11.93          18.20           12.7            282
             30            1.5         978.83         +11.52          17.97           12.8            282
             40            2.0         978.47         +11.10          17.79           12.7            282
             50            2.5         978.11         +10.81          19.44           12.5            283
             60            3.0         977.75         +10.54          21.09           12.4            284
             70            3.6         977.39         +10.36          21.24           12.5            284
             80            4.2         977.04         +10.20          21.37           12.5            285
             90            4.8         976.68         +10.09          21.45           12.6            286
            100            5.3         976.32         +10.00          21.51           12.8            286
            110            5.9         975.96          +9.93          21.56           12.9            286
            120            6.4         975.60          +9.86          21.64           13.0            286
            130            7.0         975.24          +9.78          21.72           13.0            285
            140            7.5         974.88          +9.71          21.76           12.8            286
            150            8.0         974.52          +9.64          21.80           12.7            286
            160            8.5         974.16          +9.58          21.85           12.7            287
            170            9.0         973.81          +9.53          21.90           12.7            287
            180            9.5         973.45          +9.48          21.99           12.8            288
            190           10.0         973.09          +9.44          22.07           12.9            288
            200           10.5         972.73          +9.40          22.12           13.1            288
            210           11.1         972.37          +9.37          22.16           13.3            288
            220           11.6         972.01          +9.34          22.11           13.3            288
            230           12.1         971.66          +9.32          22.07           13.4            287
            240           12.6         971.30          +9.34          22.09           13.3            287
            250           13.1         970.94          +9.36          22.08           13.2            288
            260           13.6         970.58          +9.34          21.98           13.2            288
            270           14.1         970.23          +9.33          21.93           13.2            289
            280           14.6         969.87          +9.31          22.08           13.3            289
            290           15.1         969.51          +9.29          22.19           13.5            290
            300           15.6         969.15          +9.28          22.18           13.6            290
            310           16.1         968.80          +9.27          22.19           13.8            289
            320           16.7         968.44          +9.26          22.25           13.8            289
            330           17.2         968.08          +9.25          22.29           13.8            289
            340           17.7         967.73          +9.24          22.29           13.8            289
            350           18.2         967.37          +9.22          22.32           13.7            290
            360           18.7         967.01          +9.18          22.41           13.7            290
            370           19.2         966.66          +9.14          22.49           13.8            291
            380           19.7         966.30          +9.07          22.53           13.9            291
            390           20.2         965.94          +9.01          22.60           14.0            292
            400           20.7         965.59          +8.96          22.74           14.2            292
            410           21.2         965.23          +8.92          22.83           14.3            292
            420           21.7         964.88          +8.88          22.84           14.4            291
            430           22.1         964.52          +8.84          22.88           14.5            291
            440           22.6         964.16          +8.81          22.97           14.5            291
            450           23.1         963.81          +8.78          23.03           14.5            291
            460           23.6         963.45          +8.73          23.00           14.6            291
            470           24.1         963.10          +8.69          22.99           14.6            292
            480           24.6         962.74          +8.64          23.05           14.8            292
            490           25.1         962.39          +8.60          23.11           14.9            292
            500           25.6         962.03          +8.56          23.16           15.1            292
            510           26.1         961.67          +8.52          23.21           15.1            291
            520           26.6         961.32          +8.46          23.26           15.1            291
            530           27.1         960.96          +8.41          23.31           15.1            291
            540           27.6         960.61          +8.37          23.35           15.1            292
            550           28.1         960.25          +8.33          23.38           15.1            292
            560           28.6         959.90          +8.29          23.39           15.3            292
            570           29.1         959.54          +8.25          23.40           15.4            292
            580           29.7         959.19          +8.22          23.43           15.6            292
            590           30.2         958.83          +8.19          23.46           15.8            292
            600           30.7         958.48          +8.15          23.51           16.0            292
            610           31.2         958.13          +8.12          23.55           16.2            292
            620           31.7         957.77          +8.10          23.60           16.3            292
