        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         979.90         +12.40          20.00            8.0            270
            656           33.6         956.50          +8.07          23.94           16.5            292
           1313           66.7         933.47          +6.05          26.65           21.3            298
           2626          150.3         888.63          +2.47          32.83           24.6            323
           3938          231.0         845.45          -0.86          37.37           24.7            316
           5250          299.5         803.83          -4.63          44.25           24.8            309
           6563          360.7         763.69          -8.01          46.71           29.5            296
           7875          420.2         725.19         -10.62          40.23           34.9            288
           9843          493.5         670.31         -15.19          39.37           51.8            284
          13121          613.5         586.73         -19.21          27.51           69.9            282
          16398          796.7         512.37         -24.79          11.48           58.2            277
          19675          943.3         445.87         -31.70          11.35           52.4            291
          26226         1274.7         332.81         -48.01          13.03           47.3            309
          32771         1597.8         242.67         -65.91          22.09           48.7            312
          39313         1894.7         173.08         -73.81          22.16           80.8            285
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
